disease,symptom,text
arthritis,,"My muscles have been quite weak, and my neck has been really stiff. My joints have swollen, making it difficult for me to move without becoming stiff. Walking has been quite uncomfortable as well."
arthritis,,I've been feeling really weak in my muscles lately and my neck has been really stiff. My joints have been swollen and it's hard for me to move around. It's also been painful to walk.
arthritis,,"Recently, when I try to walk about, I have stiffness, a stiff neck, swollen joints, and muscular weakness. Walking has also been really uncomfortable."
arthritis,,"Lately i have been experiencing muscle weakness, a stiff neck, swelling joints, and stiffness after I attempt to move around. it is also been very painful to steer."
arthritis,,"Recently, the muscles in my neck have become tight and weak. It's difficult for me to run now since my joints are older without getting tight. The act of walking has also been quite unpleasant."
arthritis,,I've been feeling really weak in my muscles and my neck has been really stiff. My joints have been swelling up and I've been having a lot of stiffness when I move around. It's also been really painful to walk.
arthritis,,"My muscles have been quite weak, and my neck has been really stiff. My joints have swollen and I've been experiencing a lot of stiffness when I move around. Walking has also been excruciatingly uncomfortable."
arthritis,,I've been feeling really weak in my muscles and my neck has been really stiff. My joints have been swelling up and it's been hard to move around. Walking has been really painful.
arthritis,,"My muscles have been really weak, and my neck has been extremely stiff. My joints have swollen, making it difficult to move about. Walking has been excruciatingly uncomfortable."
arthritis,,"I've been experiencing severe muscular weakness, and my neck has been really stiff. It has been difficult to move about since my joints have swollen. It has been really uncomfortable to walk."
arthritis,,"My muscles have been feeling really weak, and my neck has been extremely tight. My joints have swollen, making it difficult for me to move. It has hurt a lot to walk."
arthritis,,"My neck has been so tense, and I've been feeling like my muscles are incredibly weak. I have trouble moving since my joints have enlarged. To walk has been quite painful."
arthritis,,"My neck has been really stiff, and I've had terrible muscle weakness. Due to the swelling in my joints, it has been challenging to move about. Walking has been quite unpleasant."
arthritis,,I've been feeling really weak in my muscles lately and my neck has been really stiff. My joints have been swelling up and it's hard for me to move around without feeling stiff. Walking has been really painful too.
arthritis,,"Recently, my muscles have felt quite weak, and my neck has been really tight. I have swollen joints and find it difficult to move about without becoming stiff. It has also been really uncomfortable to walk."
arthritis,,"Recently, I've been suffering neck muscle weakness and stiffness. My joints have enlarged and it is difficult for me to walk without feeling stiff. Walking has also been excruciatingly uncomfortable."
arthritis,,"Lately, my neck has been tight and my muscles have been weakened. I have swelling joints that make it difficult for me to move about without getting stiff. It has also been agonisingly painful to walk."
arthritis,,I've been feeling really weak in my muscles and my neck has been really stiff. My joints have been swelling up and it's hard for me to move around without feeling stiff. Walking has been really painful too.
arthritis,,"I've been experiencing muscular weakness and stiffness in my neck recently. My joints have swollen, making it difficult for me to walk about without becoming stiff. Walking has also been excruciatingly uncomfortable."
arthritis,,"My muscles have been quite weak, and my neck has been really stiff. My joints have swollen, making it difficult for me to walk about without becoming stiff. Walking has also been excruciatingly uncomfortable."
arthritis,,"I've been experiencing stiffness and weakness in my neck muscles recently. Since my joints have grownup, it's heavy on behalf of American state to run whereas not getting stiff. additionally, walking has been very uncomfortable."
arthritis,,"Recently, the muscles in my neck have become tight and weak. Since my joints have matured, it is difficult for the American government for me to run without becoming stiff. Walking has also been quite unpleasant."
arthritis,,"Lately, I've been having stiffness and weakness in my neck muscles. Since my joints have matured, it is difficult for the American state to operate without becoming stiff. Furthermore, walking has been quite painful."
arthritis,,"My muscles have been feeling really weak, and my neck has been extremely tight. I have swollen joints and find it difficult to move about without becoming stiff. It has also been really uncomfortable to walk."
arthritis of the hip,joint pain,
arthritis of the hip,lower body pain,
arthritis of the hip,ache all over,
arthritis of the hip,hip stiffness or tightness,
arthritis of the hip,knee pain,
arthritis of the hip,pelvic pain,
arthritis of the hip,low back pain,
arthritis of the hip,back pain,
arthritis of the hip,hip pain,
arthritis of the hip,groin pain,
arthritis of the hip,leg pain,
arthritis of the hip,problems with movement,
ascending cholangitis,retention of urine,
ascending cholangitis,jaundice,
ascending cholangitis,shortness of breath,
ascending cholangitis,sharp abdominal pain,
ascending cholangitis,fever,
asperger syndrome,excessive anger,
asperger syndrome,anxiety and nervousness,
asperger syndrome,depression,
asperger syndrome,depressive or psychotic symptoms,
asperger syndrome,lack of growth,
asperger syndrome,fainting,
asperger syndrome,hostile behavior,
asperger syndrome,antisocial behavior,
aspergillosis,shortness of breath,
aspergillosis,knee lump or mass,
asthma,allergic reaction,
asthma,coryza,
asthma,coughing up sputum,
asthma,difficulty breathing,
asthma,fever,
asthma,wheezing,
asthma,cough,
asthma,chest tightness,
asthma,sharp chest pain,
asthma,shortness of breath,
asthma,nasal congestion,
astigmatism,double vision,
astigmatism,diminished vision,
astigmatism,eye deviation,
astigmatism,lacrimation,
astigmatism,symptoms of eye,
astigmatism,pain in eye,
astigmatism,foreign body sensation in eye,
astigmatism,spots or clouds in vision,
atelectasis,sharp chest pain,
atelectasis,sore throat,
atelectasis,cough,
atelectasis,dizziness,
atelectasis,shortness of breath,
atelectasis,headache,
athlete's foot,foot or toe pain,
athlete's foot,irregular appearing nails,
athlete's foot,foot or toe swelling,
athlete's foot,skin dryness,
athlete's foot,scaliness,
athlete's foot,or roughness,
athlete's foot,skin rash,
athlete's foot,peeling,
athlete's foot,skin swelling,
athlete's foot,abnormal appearing skin,
athlete's foot,skin lesion,
atonic bladder,emotional symptoms,
atonic bladder,suprapubic pain,
atonic bladder,retention of urine,
atonic bladder,impotence,
atonic bladder,symptoms of bladder,
atrial fibrillation,shortness of breath,
atrial fibrillation,increased heart rate,
atrial fibrillation,sharp chest pain,
atrial fibrillation,fatigue,
atrial fibrillation,irregular heartbeat,
atrial fibrillation,decreased heart rate,
atrial fibrillation,palpitations,
atrial fibrillation,dizziness,
atrial flutter,increased heart rate,
atrial flutter,swollen lymph nodes,
atrial flutter,frequent urination,
atrial flutter,irregular heartbeat,
atrial flutter,palpitations,
atrial flutter,chest tightness,
atrial flutter,sharp chest pain,
atrial flutter,shortness of breath,
atrophic skin condition,skin irritation,
atrophic skin condition,skin swelling,
atrophic skin condition,acne or pimples,
atrophic skin condition,skin moles,
atrophic skin condition,skin lesion,
atrophic skin condition,abnormal appearing skin,
atrophic skin condition,lip swelling,
atrophic skin condition,wrinkles on skin,
atrophic skin condition,skin growth,
atrophic vaginitis,painful urination,
atrophic vaginitis,suprapubic pain,
atrophic vaginitis,pain during intercourse,
atrophic vaginitis,frequent urination,
atrophic vaginitis,vaginal discharge,
atrophic vaginitis,blood in urine,
atrophic vaginitis,vaginal itching,
atrophic vaginitis,involuntary urination,
atrophy of the corpus cavernosum,skin growth,
atrophy of the corpus cavernosum,frequent urination,
atrophy of the corpus cavernosum,bumps on penis,
atrophy of the corpus cavernosum,abnormal appearing skin,
atrophy of the corpus cavernosum,impotence,
attention deficit hyperactivity disorder (adhd),antisocial behavior,
attention deficit hyperactivity disorder (adhd),restlessness,
attention deficit hyperactivity disorder (adhd),drug abuse,
attention deficit hyperactivity disorder (adhd),hostile behavior,
attention deficit hyperactivity disorder (adhd),lack of growth,
attention deficit hyperactivity disorder (adhd),depressive or psychotic symptoms,
attention deficit hyperactivity disorder (adhd),depression,
attention deficit hyperactivity disorder (adhd),anxiety and nervousness,
attention deficit hyperactivity disorder (adhd),temper problems,
autism,lack of growth,
autism,antisocial behavior,
autism,long menstrual periods,
autism,temper problems,
autism,constipation,
autism,seizures,
autism,hostile behavior,
autism,difficulty speaking,
autism,depressive or psychotic symptoms,
autonomic nervous system disorder,decreased appetite,
autonomic nervous system disorder,headache,
autonomic nervous system disorder,leg pain,
autonomic nervous system disorder,difficulty in swallowing,
autonomic nervous system disorder,dizziness,
